,bnf_code,special_count,non_special_count,special_names,non_special_names
3808,1108010A0AAACAC,1,0,Mercaptamine 0.55% eye drops,
3809,1108010A0AAAEAE,1,0,Mercaptamine 0.55% eye drops preservative free,
3810,1108010AAAAAAAA,1,0,Ciclosporin 2% eye drops,
3811,1108010AAAAACAC,1,0,Ciclosporin 0.2% eye ointment,
3812,1108010AAAAAHAH,1,0,Ciclosporin 2% eye drops preservative free,
3813,1108010AAAAAIAI,1,0,Ciclosporin 2% eye ointment,
3814,1108010AAAAAJAJ,1,0,Ciclosporin 0.06% eye drops preservative free,
3815,1108010AAAAALAL,1,0,Ciclosporin 0.2% eye ointment preservative free,
3816,1108010AAAAAMAM,1,0,Ciclosporin 0.05% eye drops 0.4ml unit dose preservative free,
3817,1108010AAAAARAR,1,0,Ciclosporin 0.06% eye drops 0.4ml unit dose preservative free,
3818,1108010C0AAAAAA,1,0,Acetylcysteine 0.5% eye drops,
3819,1108010C0AAAEAE,1,0,Acetylcysteine 10% eye drops,
3820,1108010C0AAAGAG,1,0,Acetylcysteine 20% eye drops,
3821,1108010C0AAAHAH,1,0,Acetylcysteine 5% eye drops preservative free,
3822,1108010C0AAAIAI,1,0,Acetylcysteine 0.5% eye drops preservative free,
3823,1108010C0AABABA,1,0,Acetylcysteine 10% eye drops preservative free,
3824,1108010F0AAADAD,1,0,Hypromellose 2% eye drops,
3825,1108010F0AAALAL,1,0,Hypromellose 0.5% eye drops preservative free,
3826,1108010F0AAASAS,1,0,Hypromellose 1% eye drops preservative free,
3827,1108010F0AAAXAX,1,0,Hypromellose 0.1% eye drops preservative free,
3828,1108010F0AABQBQ,1,0,Hypromellose 0.065% eye drops,
3829,1108010F0AABYBY,1,0,Hypromellose 0.32% eye drops preservative free,
3830,1108010F0AABZBZ,1,0,Hypromellose 0.25% eye drops,
3831,1108010F0AACACA,1,0,Hypromellose 0.25% eye drops preservative free,
3832,1108010K0AAA1A1,1,0,Sodium chloride 0.9% eye drops preservative free,
3833,1108010K0AAACAC,1,0,Sodium chloride 6% eye drops,
3834,1108010K0AAAIAI,1,0,Sodium chloride 10% eye drops,
3835,1108010K0AAAJAJ,1,0,Sodium chloride 0.5% eye ointment,
3836,1108010K0AAALAL,1,0,Sodium chloride 2% eye drops,
3837,1108010K0AAAQAQ,1,0,Sodium chloride 4.5% eye drops,
3838,1108010K0AAAWAW,1,0,Sodium chloride 0.5% eye drops,
3839,1108010K0AABPBP,1,0,Sodium chloride 0.43% eye drops,
3840,1108010K0AACBCB,1,0,Sodium chloride 3% eye drops,
3841,1108010K0AACCCC,1,0,Sodium chloride 0.5% eye drops preservative free,
3842,1108010K0AACDCD,1,0,Sodium chloride 6.5% eye drops preservative free,
3843,1108010K0AACFCF,1,0,Sodium chloride 5% eye ointment,
3844,1108010L0AAAAAA,1,0,Liquid paraffin eye drops,
3845,1108010L0AAACAC,1,0,Liquid paraffin light eye drops,
3846,1108010Q0AAAIAI,1,0,Polyvinyl alcohol 1.4% eye drops preservative free,
3847,110802050AAABAB,1,0,Sodium citrate 10.11% eye drops preservative free,
3848,1108020G0AAAAAA,1,0,Disodium edetate 0.37% eye drops,
3849,1108020L0AAADAD,1,0,Glycerol 10% eye drops,
3850,1108020L0AAANAN,1,0,Glycerol 10% eye drops preservative free,
3851,1108030ABAAAAAA,1,0,Idebenone 45mg tablets,
3852,1108030ABAAABAB,1,0,Idebenone 150mg capsules,
3853,1201010ABAAAAAA,1,0,Ofloxacin 0.3% ear drops,
3854,1201010ACAAAAAA,1,0,Ciprofloxacin 0.3% ear drops,
3855,1201010ADAAAAAA,1,0,Colistimethate 1% ear drops,
3856,1201010B0AAAGAG,1,0,Acetic acid (glacial) 5% ear spray,
3857,1201010C0AAAAAA,1,0,Aluminium acetate 8% ear drops,
3858,1201010C0AAABAB,1,0,Aluminium acetate 13% ear drops,
3859,1201010C0AAAKAK,1,0,Aluminium acetate 12% ear drops,
3860,1201010C0AABABA,1,0,Aluminium acetate 0.3% ear drops,
3861,1202010L0AAACAC,1,0,Flunisolide 25micrograms/dose nasal spray,
3862,1202020C0AAABAB,1,0,Ephedrine 0.25% nasal drops,
3863,1202020C0AAALAL,1,0,Ephedrine 2% nasal drops,
3864,1202020F0AAAEAE,1,0,Glucose 20% in glycerol nasal drops,
3865,1202020F0AAAHAH,1,0,Glucose 50% in glycerol nasal drops,
3866,1202020L0AABNBN,1,0,Sodium chloride 7% nebuliser liquid 5ml ampoules,
3867,1202020L0AABQBQ,1,0,Sodium chloride 7% nebuliser liquid,
3868,1202020L0AABZBZ,1,0,Sodium chloride 3% nebuliser liquid,
3869,1202020L0AACACA,1,0,Sodium chloride 3% nebuliser liquid 10ml unit dose vials,
3870,1202020L0AACBCB,1,0,Sodium chloride 3% nebuliser liquid 20ml unit dose vials,
3871,1202020L0AACDCD,1,0,Sodium chloride 7% nebuliser liquid 5ml bottles,
3872,1203010C0AAAKAK,2,0,"Benzocaine 150mg/5ml oral solution, Benzocaine 150mg/5ml oral suspension",
3873,1203010C0AAAQAQ,2,0,"Benzocaine 125mg/5ml oral suspension, Benzocaine 125mg/5ml oral solution",
3874,1203010M0AAABAB,1,0,Hydrocortisone 4mg pastilles,
3875,1203010T0AAAGAG,1,0,Triamcinolone 0.1% oromucosal paste,
3876,1203010W0AAAAAA,1,0,Betamethasone 0.05% / Doxycycline 10% / Nystatin 2% powder for mouthwash sachets sugar free,
3877,1203020C0AAAAAA,1,0,Amphotericin B 10mg lozenges sugar free,
3878,120304000AAAGAG,1,0,Polyethylene oxide 150mg lozenges,
3879,1203050P0AAACAC,1,0,Pilocarpine hydrochloride 3mg/5ml oral solution,
3880,1203050P0AAADAD,1,0,Pilocarpine hydrochloride 5mg/5ml oral solution,
3881,1203050P0AAAEAE,1,0,Pilocarpine hydrochloride 1.25mg/5ml oral solution,
3882,1203050P0AAAGAG,1,0,Pilocarpine hydrochloride 2.5mg/5ml oral solution,
3883,1203050P0AAAHAH,1,0,Pilocarpine hydrochloride 8mg/5ml oral solution,
3884,130201000AACGCG,1,0,Evening primrose oil 20% cream,
3885,130201000AACMCM,1,0,Propylene glycol 20% in Aqueous cream,
3886,130201000AACNCN,1,0,Propylene glycol 40% in Aqueous cream,
3887,130201000AACVCV,1,0,Propylene glycol 60% in Aqueous cream,
3888,130201000AACWCW,1,0,White soft paraffin 75% / Liquid paraffin 25% ointment,
3889,130201000AACZCZ,1,0,Glycerol 10% in Cetomacrogol cream (Formula A),
3890,130201000AADCDC,1,0,Propylene glycol 40% in Unguentum M cream,
3891,130201000AADDDD,1,0,White soft paraffin 62.5% / Liquid paraffin 37.5% ointment,
3892,130201000AADFDF,1,0,Propylene glycol 50% in Aqueous cream,
3893,130201000AADHDH,1,0,Coconut oil 50% in White soft paraffin,
3894,130201000AADIDI,1,0,Propylene glycol 25% in Aqueous cream,
3895,130201000AADJDJ,1,0,Propylene glycol 40% in Clobetasone 0.05% cream,
3896,130201000AADKDK,1,0,Propylene glycol 30% in Unguentum M cream,
3897,130201000AADMDM,1,0,Emulsifying ointment 50% / Liquid paraffin 50% ointment,
3898,130201000AADNDN,1,0,Propylene glycol 20% / Lactic acid 3% in Unguentum M cream,
3899,130201000AADPDP,1,0,Propylene glycol 20% / Lactic acid 5% in Unguentum M cream,
3900,1302010F0AAANAN,1,0,Coconut oil 75% in Emulsifying ointment,
3901,1302010F0AAAPAP,1,0,Emulsifying ointment 50% / White soft paraffin 50%,
3902,1302010F0AAAQAQ,1,0,Coconut oil 25% in Emulsifying ointment,
3903,1302010K0AAAFAF,1,0,Lactic acid 10% in Aqueous cream,
3904,1302010K0AAAGAG,1,0,Lactic acid 5% in Wool alcohols ointment,
3905,1302010K0AAAHAH,1,0,Lactic acid 5% in Aqueous cream,
3906,1302010U0AAATAT,1,0,Urea 20% in Aqueous cream,
3907,1302010U0AAAVAV,1,0,Urea 25% ointment,
3908,1302010U0AAAXAX,1,0,Urea 25% in Aqueous cream,
3909,1302010U0AAAYAY,1,0,Urea 20% / Salicylic acid 30% in White soft paraffin,
3910,1302010U0AAAZAZ,1,0,Urea 10% in Unguentum M cream,
3911,1302010U0AABABA,1,0,Urea 50% in White soft paraffin,
3912,1302010U0AABBBB,1,0,Urea 40% in Unguentum M cream,
3913,1303000A0AAABAB,1,0,Tetracaine 1% cream,
3914,1303000AAAAAFAF,1,0,Menthol 5% in Aqueous cream,
3915,1303000AAAAAGAG,1,0,Menthol 1.5% in Aqueous cream,
3916,1303000AAAAAIAI,1,0,Menthol 0.25% in Aqueous cream,
3917,1303000AAAAAJAJ,1,0,Menthol 1% in Calamine lotion,
3918,1303000AAAAAKAK,1,0,Menthol 10% in Aqueous cream,
3919,1303000AAAAALAL,1,0,Menthol 2% / Phenol 1% in Aqueous cream,
3920,1303000AAAAAMAM,1,0,Menthol 1% in Cetomacrogol cream (Formula A),
3921,1303000AAAAANAN,1,0,Menthol 1% in Hydrocortisone 1% cream,
3922,1303000AAAAAPAP,1,0,Menthol 0.1% in Aqueous cream,
3923,1303000AAAAAQAQ,1,0,Menthol 2.5% in Aqueous cream,
3924,1303000AAAAARAR,1,0,Menthol 0.5% in White soft paraffin,
3925,1303000AAAAASAS,1,0,Menthol 1% in White soft paraffin,
3926,1303000AAAAATAT,1,0,Menthol 2% in Cetomacrogol cream (Formula A),
3927,1303000AAAAAUAU,1,0,Menthol 4% in Aqueous cream,
3928,1303000AAAAAVAV,1,0,Menthol 2% in Emulsifying ointment,
3929,1303000AAAAAWAW,1,0,Menthol 1% / Salicylic acid 1% in Aqueous cream,
3930,1303000E0AAAAAA,1,0,Colestyramine 10% cream,
3931,1303000E0AAABAB,1,0,Colestyramine 5% cream,
3932,1303000Q0AAAAAA,1,0,Lidocaine 0.5% gel,
3933,130400000AABHBH,1,0,Propylene glycol 50% in Clobetasol 0.05% cream,
3934,130400000AABJBJ,1,0,Propylene glycol 60% in Clobetasol 0.05% cream,
3935,130400000AABKBK,1,0,Propylene glycol 20% in Clobetasol 0.05% cream,
3936,130400000AABLBL,1,0,Propylene glycol 40% in Clobetasol 0.05% cream,
3937,1304000C0AACDCD,1,0,Beclometasone 0.025% ointment 10% in White soft paraffin,
3938,1304000C0AACFCF,1,0,Beclometasone 0.025% in Aqueous cream,
3939,1304000C0AACGCG,1,0,Beclometasone 0.0025% in White soft paraffin,
3940,1304000C0AACHCH,1,0,Beclometasone 0.025% in White soft paraffin,
3941,1304000D0AACBCB,1,0,Betamethasone dipropionate 0.05% ointment 25% in Emulsifying ointment,
3942,1304000D0AACCCC,1,0,Betamethasone dipropionate 0.05% ointment 5% in White soft paraffin,
3943,1304000D0AACDCD,1,0,Betamethasone dipropionate 0.05% ointment 50% in White soft paraffin,
3944,1304000D0AACECE,1,0,Coal tar 2% in Betamethasone dipropionate 0.05% ointment,
3945,1304000D0AACFCF,1,0,Coal tar 5% in Betamethasone dipropionate 0.05% ointment,
3946,1304000D0AACGCG,1,0,Betamethasone dipropionate 0.05% ointment 25% in White soft paraffin,
3947,1304000F0AACNCN,1,0,Betamethasone valerate 0.1% ointment 50% in Emulsifying ointment,
3948,1304000F0AACPCP,1,0,Betamethasone valerate 0.1% cream 10% in Aqueous cream,
3949,1304000F0AACRCR,1,0,Coal tar solution 10% in Betamethasone valerate 0.025% ointment,
3950,1304000F0AACSCS,1,0,Betamethasone valerate 0.1% ointment 25% in Coal tar paste,
3951,1304000F0AACTCT,1,0,Betamethasone valerate 0.1% ointment 5% in White soft paraffin,
3952,1304000F0AACUCU,1,0,Betamethasone valerate 0.1% cream 10% in White soft paraffin,
3953,1304000F0AACXCX,1,0,Betamethasone valerate 0.1% ointment 20% in Emulsifying ointment,
3954,1304000F0AACZCZ,1,0,Betamethasone valerate 0.1% ointment 50% in White soft paraffin,
3955,1304000F0AADADA,1,0,Betamethasone valerate 0.1% ointment 50% in Hydrous ointment,
3956,1304000F0AADBDB,1,0,Betamethasone valerate 0.1% ointment 10% in White soft paraffin,
3957,1304000F0AADEDE,1,0,Coal tar solution 6% in Betamethasone valerate 0.1% ointment,
3958,1304000F0AADFDF,1,0,Betamethasone valerate 0.1% ointment 10% in Emulsifying ointment,
3959,1304000F0AADGDG,1,0,Coal tar solution 5% in Betamethasone valerate 0.1% ointment,
3960,1304000F0AADHDH,1,0,Coal tar solution 15% in Betamethasone valerate 0.025% ointment,
3961,1304000F0AADIDI,1,0,Betamethasone valerate 0.1% cream 75% in Aqueous cream,
3962,1304000F0AADKDK,1,0,Betamethasone valerate 0.1% ointment 30% in White soft paraffin,
3963,1304000F0AADLDL,1,0,Betamethasone valerate 0.1% cream 20% in Aqueous cream,
3964,1304000F0AADMDM,1,0,Coal tar solution 10% in Betamethasone valerate 0.1% ointment,
3965,1304000F0AADNDN,1,0,Betamethasone valerate 0.1% ointment 25% in White soft paraffin,
3966,1304000F0AADPDP,1,0,Betamethasone valerate 0.1% cream 30% in Cetomacrogol cream (Formula A),
3967,1304000F0AADQDQ,1,0,Betamethasone valerate 0.1% cream 5% in Aqueous cream,
3968,1304000F0AADRDR,1,0,Betamethasone valerate 0.1% cream 50% in Buffered cream,
3969,1304000F0AADSDS,1,0,Betamethasone valerate 0.1% cream 30% in Aqueous cream,
3970,1304000F0AADVDV,1,0,Betamethasone valerate 0.1% ointment 33% in White soft paraffin,
3971,1304000F0AADXDX,1,0,Betamethasone valerate 0.1% ointment 20% in White soft paraffin,
3972,1304000F0AADYDY,1,0,Betamethasone valerate 0.1% ointment 40% in White soft paraffin,
3973,1304000F0AADZDZ,1,0,Betamethasone valerate 0.1% ointment 50% in Yellow soft paraffin,
3974,1304000F0AAEAEA,1,0,Coal tar solution 5% / Betamethasone valerate 0.025% ointment 5% in White soft paraffin,
3975,1304000F0AAEBEB,1,0,Betamethasone valerate 0.025% ointment 10% in White soft paraffin,
3976,1304000F0AAECEC,1,0,Coal tar solution 5% in Betamethasone valerate 0.025% ointment,
3977,1304000F0AAEDED,1,0,Salicylic acid 5% in Betamethasone valerate 0.1% ointment,
3978,1304000F0AAEEEE,1,0,Coal tar solution 3% in Betamethasone valerate 0.025% ointment,
3979,1304000F0AAEFEF,1,0,Coal tar 5% / Salicylic acid 2% in Betamethasone valerate 0.025% ointment,
3980,1304000F0AAEGEG,1,0,Betamethasone valerate 0.025% ointment 50% in Coal tar paste,
3981,1304000F0AAEHEH,1,0,Betamethasone valerate 0.1% ointment 50% in Coal tar paste,
3982,1304000F0AAEIEI,1,0,Betamethasone valerate 0.025% ointment 50% in White soft paraffin,
3983,1304000F0AAEJEJ,1,0,Betamethasone valerate 0.1% cream 50% in Coal tar paste,
3984,1304000F0AAEKEK,1,0,Coal tar 5% in Betamethasone valerate 0.025% ointment,
3985,1304000F0AAELEL,1,0,Betamethasone valerate 0.1% cream 10% in Unguentum M cream,
3986,1304000F0AAEMEM,1,0,Betamethasone valerate 0.1% ointment 25% / Ichthammol 1% in Yellow soft paraffin,
3987,1304000F0AAENEN,1,0,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 6% in White soft paraffin,
3988,1304000F0AAEPEP,1,0,Coal tar solution 5% in Betamethasone valerate 0.025% cream,
3989,1304000F0AAEQEQ,1,0,Betamethasone valerate 0.1% cream 25% in Coal tar paste,
3990,1304000F0AAERER,1,0,Coal tar solution 10% in Betamethasone valerate 0.1% cream,
3991,1304000F0AAESES,1,0,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in White soft paraffin,
3992,1304000F0AAETET,1,0,Coal tar 10% in Betamethasone valerate 0.025% ointment,
3993,1304000F0AAEUEU,1,0,Betamethasone valerate 0.1% ointment 20% in Unguentum M cream,
3994,1304000F0AAEVEV,1,0,Betamethasone valerate 0.1% cream 50% in Unguentum M cream,
3995,1304000F0AAEWEW,1,0,Coal tar 5% in Betamethasone valerate 0.1% ointment,
3996,1304000F0AAEYEY,1,0,Coal tar 15% in Betamethasone valerate 0.025% ointment,
3997,1304000F0AAEZEZ,1,0,Coal tar solution 10% in Betamethasone valerate 0.025% cream,
3998,1304000F0AAFAFA,1,0,Coal tar 2% in Betamethasone valerate 0.1% cream,
3999,1304000F0AAFBFB,1,0,Coal tar 2% in Betamethasone valerate 0.1% ointment,
4000,1304000F0AAFCFC,1,0,Coal tar solution 20% in Betamethasone valerate 0.1% cream,
4001,1304000F0AAFDFD,1,0,Betamethasone valerate 0.1% ointment 25% / Coal tar solution 5% in Unguentum M cream,
4002,1304000F0AAFEFE,1,0,Salicylic acid 2% in Betamethasone valerate 0.1% ointment,
4003,1304000F0AAFFFF,1,0,Coal tar solution 2% in Betamethasone valerate 0.1% ointment,
4004,1304000F0AAFGFG,1,0,Betamethasone valerate 0.1% ointment 25% in Emulsifying ointment,
4005,1304000F0AAFHFH,1,0,Betamethasone valerate 0.1% cream 50% in Aqueous cream,
4006,1304000F0AAFIFI,1,0,Betamethasone valerate 0.1% ointment 30% / Coal tar solution 5% in Yellow soft paraffin,
4007,1304000F0AAFJFJ,1,0,Betamethasone valerate 0.1% ointment 25% in Unguentum M cream,
4008,1304000F0AAFKFK,1,0,Betamethasone valerate 0.1% cream 25% / Coal tar solution 5% in Unguentum M cream,
4009,1304000F0AAFLFL,1,0,Betamethasone valerate 0.1% cream 25% / Coal tar solution 10% in Unguentum M cream,
4010,1304000F0AAFMFM,1,0,Coal tar solution 25% in Betamethasone valerate 0.1% ointment,
4011,1304000F0AAFNFN,1,0,Coal tar solution 6% in Betamethasone valerate 0.025% cream,
4012,1304000F0AAFPFP,1,0,Betamethasone valerate 0.1% cream 25% in Yellow soft paraffin,
4013,1304000F0AAFQFQ,1,0,Betamethasone valerate 0.1% ointment 12.5% in White soft paraffin,
4014,1304000F0AAFRFR,1,0,Betamethasone valerate 0.1% ointment 50% in Aqueous cream,
4015,1304000F0AAFSFS,1,0,Betamethasone valerate 0.1% ointment 50% in Unguentum M cream,
4016,1304000G0AACGCG,1,0,Clobetasol 0.05% ointment 50% in White soft paraffin,
4017,1304000G0AACHCH,1,0,Coal tar solution 5% in Clobetasol 0.05% cream,
4018,1304000G0AACICI,1,0,Coal tar solution 5% in Clobetasol 0.05% ointment,
4019,1304000G0AACJCJ,1,0,Clobetasol 0.05% ointment 10% in White soft paraffin,
4020,1304000G0AACKCK,1,0,Clobetasol 0.05% ointment 25% in White soft paraffin,
4021,1304000G0AACLCL,1,0,Salicylic acid 15% in Clobetasol 0.05% ointment,
4022,1304000G0AACMCM,1,0,Clobetasol 0.05% ointment 10% in Unguentum M cream,
4023,1304000G0AACNCN,1,0,Salicylic acid 50% in Clobetasol 0.05% ointment,
4024,1304000G0AACPCP,1,0,Clobetasol 0.05% ointment 20% in White soft paraffin,
4025,1304000G0AACQCQ,1,0,Clobetasol 0.05% cream 25% in White soft paraffin,
4026,1304000G0AACRCR,1,0,Clobetasol 0.05% cream 50% in White soft paraffin,
4027,1304000G0AACSCS,1,0,Clobetasol 0.05% ointment 30% in White soft paraffin,
4028,1304000G0AACTCT,1,0,Coal tar solution 6% in Clobetasol 0.05% cream,
4029,1304000G0AACUCU,1,0,Coal tar 3% / Salicylic acid 2% in Clobetasol 0.05% ointment,
4030,1304000G0AACVCV,1,0,Salicylic acid 10% in Clobetasol 0.05% ointment,
4031,1304000G0AACWCW,1,0,Propylene glycol 50% in Clobetasol 0.05% ointment,
4032,1304000G0AACXCX,1,0,Clobetasol 0.05% cream 30% in Aqueous cream,
4033,1304000G0AACYCY,1,0,Coal tar solution 10% in Clobetasol 0.05% ointment,
4034,1304000G0AACZCZ,1,0,Clobetasol 0.05% cream 10% in Unguentum M cream,
4035,1304000G0AADADA,1,0,Clobetasol 0.05% cream 50% in Unguentum M cream,
4036,1304000G0AADBDB,1,0,Propylene glycol 40% in Clobetasol 0.05% ointment,
4037,1304000G0AADCDC,1,0,Salicylic acid 5% in Clobetasol 0.05% cream,
4038,1304000G0AADDDD,1,0,Coal tar solution 10% in Clobetasol 0.05% cream,
4039,1304000G0AADEDE,1,0,Clobetasol 0.05% ointment 25% in Unguentum M cream,
4040,1304000G0AADFDF,1,0,Clobetasol 0.05% ointment 25% / Dithranol 0.05% in White soft paraffin,
4041,1304000G0AADGDG,1,0,Clobetasol 0.05% cream 25% in Cetomacrogol cream (Formula A),
4042,1304000G0AADHDH,1,0,Clobetasol 0.05% ointment 20% in Cetomacrogol cream (Formula A),
4043,1304000G0AADIDI,1,0,Clobetasol 0.05% cream 10% in Aqueous cream,
4044,1304000G0AADJDJ,1,0,Clobetasol 0.05% ointment 50% in Emulsifying ointment,
4045,1304000G0AADKDK,1,0,Clobetasol 0.05% cream 25% / Propylene glycol 40% in Aqueous cream,
4046,1304000G0AADLDL,1,0,Coal tar solution 25% in Clobetasol 0.05% ointment,
4047,1304000G0AADMDM,1,0,Clobetasol 0.05% ointment 50% / Propylene glycol 48% / Salicylic acid 2% ointment,
4048,1304000G0AADNDN,1,0,Coal tar 10% in Clobetasol 0.05% ointment,
4049,1304000G0AADPDP,1,0,Clobetasol 0.05% cream 25% / Propylene glycol 40% in Unguentum M cream,
4050,1304000H0AACECE,1,0,Coal tar solution 5% in Clobetasone 0.05% cream,
4051,1304000H0AACFCF,1,0,Coal tar solution 3% in Clobetasone 0.05% cream,
4052,1304000H0AACHCH,1,0,Coal tar 5% in Clobetasone 0.05% ointment,
4053,1304000H0AACICI,1,0,Ichthammol liquid 1% in Clobetasone 0.05% ointment,
4054,1304000H0AACJCJ,1,0,Coal tar solution 5% / Clobetasone 0.05% cream 15% in Aqueous cream,
4055,1304000H0AACKCK,1,0,Clobetasone 0.05% ointment 50% in White soft paraffin,
4056,1304000H0AACLCL,1,0,Clobetasol 0.05% ointment 25% / Coal tar solution 5% in White soft paraffin,
4057,1304000H0AACMCM,1,0,Clobetasone 0.05% cream 50% in Aqueous cream,
4058,1304000H0AACNCN,1,0,Coal tar solution 5% in Clobetasone 0.05% ointment,
4059,1304000H0AACPCP,1,0,Clobetasone 0.05% cream 50% in White soft paraffin,
4060,1304000H0AACQCQ,1,0,Coal tar solution 2% in Clobetasone 0.05% ointment,
4061,1304000H0AACRCR,1,0,Coal tar solution 12% / Salicylic acid 3% in Clobetasone 0.05% ointment,
4062,1304000H0AACSCS,1,0,Coal tar solution 3% in Clobetasone 0.05% ointment,
4063,1304000H0AACTCT,1,0,Coal tar solution 10% in Clobetasone 0.05% ointment,
4064,1304000H0AACWCW,1,0,Coal tar 5% in Clobetasone 0.05% cream,
4065,1304000L0AAACAC,1,0,Diflucortolone 0.3% oily cream,
4066,1304000P0AABFBF,1,0,Fluocinonide 0.05% ointment 50% in White soft paraffin,
4067,1304000P0AABGBG,1,0,Fluocinonide 0.05% ointment 25% in White soft paraffin,
4068,1304000P0AABHBH,1,0,Fluocinonide 0.05% ointment 10% in White soft paraffin,
4069,1304000P0AABJBJ,1,0,Fluocinonide 0.05% ointment 10% in Emulsifying ointment,
4070,1304000P0AABKBK,1,0,Fluocinonide 0.05% ointment 30% in Emulsifying ointment,
4071,1304000P0AABLBL,1,0,Fluocinonide 0.05% ointment 25% in Yellow soft paraffin,
4072,1304000V0AABRBR,1,0,Hydrocortisone 1% lotion,
4073,1304000V0AAEEEE,1,0,Hydrocortisone 1% in White soft paraffin,
4074,1304000V0AAEJEJ,1,0,Hydrocortisone 2.5% in White soft paraffin,
4075,1304000V0AAELEL,1,0,Ichthammol 2% in Hydrocortisone 1% ointment,
4076,1304000V0AAEMEM,1,0,Ichthammol 5% in Hydrocortisone 1% ointment,
4077,1304000V0AAENEN,1,0,Hydrocortisone 2% lotion,
4078,1304000V0AAEPEP,1,0,Salicylic acid 2% / Sulfur 2% in Hydrocortisone 1% cream,
4079,1304000V0AAEQEQ,1,0,Sulfur 2% in Hydrocortisone 0.5% cream,
4080,1304000V0AAERER,1,0,Hydrocortisone 0.5% / Salicylic acid 0.25% in Aqueous cream,
4081,1304000V0AAESES,1,0,Hydrocortisone 1% / Salicylic acid 1% / Sulfur 1% in Aqueous cream,
4082,1304000V0AAETET,1,0,Sulfur 0.5% in Hydrocortisone 1% cream,
4083,1304000V0AAEUEU,1,0,Salicylic acid 1% / Sulfur 1% in Hydrocortisone 1% cream,
4084,1304000V0AAEVEV,1,0,Hydrocortisone 0.5% ointment 50% in White soft paraffin,
4085,1304000V0AAEWEW,1,0,Ichthammol 1% / Clioquinol 3% in Hydrocortisone 1% ointment,
4086,1304000V0AAEXEX,1,0,Sulfur 2% in Hydrocortisone 1% ointment,
4087,1304000V0AAEYEY,1,0,Sulfur 1% in Hydrocortisone 1% cream,
4088,1304000V0AAEZEZ,1,0,Hydrocortisone 1% cream 50% in Aqueous cream,
4089,1304000V0AAFAFA,1,0,Hydrocortisone 2% in White soft paraffin,
4090,1304000V0AAFBFB,1,0,Hydrocortisone 2.5% / Sulfur 1% in Aqueous cream,
4091,1304000W0AACECE,1,0,Hydrocortisone butyrate 0.1% ointment 10% in Hydrous ointment,
4092,1304000Y0AABDBD,1,0,Mometasone 0.1% ointment 50% in White soft paraffin,
4093,1304000Y0AABEBE,1,0,Mometasone 0.1% ointment 10% in White soft paraffin,
4094,1304000Y0AABFBF,1,0,Mometasone 0.1% ointment 25% in White soft paraffin,
4095,1305010J0AAASAS,1,0,Ichthammol 7% in Yellow soft paraffin,
4096,1305010J0AAATAT,1,0,Zinc oxide 15% and Ichthammol 1% in Yellow soft paraffin,
4097,1305010J0AAAUAU,1,0,Ichthammol 13% in Yellow soft paraffin,
4098,1305010J0AAAVAV,1,0,Ichthammol 1% paste,
4099,1305010J0AAAWAW,1,0,Ichthammol 9% in Yellow soft paraffin,
4100,1305010J0AAAXAX,1,0,Ichthammol 8% in Yellow soft paraffin,
4101,1305010J0AAAYAY,1,0,Ichthammol 10% in Yellow soft paraffin,
4102,1305020A0AAACAC,1,0,Acitretin 5mg/5ml oral solution,
4103,1305020A0AAADAD,1,0,Acitretin 10mg/5ml oral suspension,
4104,1305020A0AAAEAE,1,0,Acitretin 5mg/5ml oral suspension,
4105,1305020A0AAAFAF,1,0,Acitretin 10mg/5ml oral solution,
4106,1305020C0AAACAC,1,0,Calamine and Coal tar ointment,
4107,1305020C0AAALAL,1,0,Zinc and Coal tar paste,
4108,1305020C0AAARAR,1,0,Coal tar solution 10% cream,
4109,1305020C0AAAVAV,4,0,"Coal tar 5% in Yellow soft paraffin, Coal tar 5% in Emulsifying ointment, Coal tar 5% in White soft paraffin, Coal tar 5% in Hydrous ointment",
4110,1305020C0AABSBS,4,0,"Coal tar 10% in Yellow soft paraffin, Coal tar 10% in Emulsifying ointment, Coal tar 10% in White soft paraffin, Coal tar 10% in Hydrous ointment",
4111,1305020C0AADXDX,1,0,Coal tar solution 10% in Yellow soft paraffin,
4112,1305020C0AADYDY,1,0,Coal tar 2% in Yellow soft paraffin,
4113,1305020C0AAEAEA,1,0,Coal tar solution 20% in Emulsifying ointment,
4114,1305020C0AAEBEB,1,0,Coal tar 3% / Salicylic acid 3% in Aqueous cream,
4115,1305020C0AAECEC,1,0,Coal tar solution 12.5% in Emulsifying ointment,
4116,1305020C0AAEDED,1,0,Coal tar solution 15% in Aqueous cream,
4117,1305020C0AAEEEE,1,0,Coal tar 15% in Yellow soft paraffin,
4118,1305020C0AAEFEF,1,0,Coal tar 25% in Yellow soft paraffin,
4119,1305020C0AAEGEG,1,0,Coal tar 12% / Salicylic acid 2% in Emulsifying ointment,
4120,1305020C0AAEHEH,1,0,Coal tar solution 12% in Yellow soft paraffin,
4121,1305020C0AAEIEI,1,0,Coal tar solution 5% in White soft paraffin,
4122,1305020C0AAEKEK,1,0,Coal tar 20% in Yellow soft paraffin,
4123,1305020C0AAELEL,1,0,Coal tar 12% in White soft paraffin,
4124,1305020C0AAEMEM,1,0,Coal tar 5% / Salicylic acid 2% in Emulsifying ointment,
